rent,area,rooms,yearc,bathextra,bathtile,cheating,district,location,upkitchen,wwater
338.95,36,1,1960.0,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
455.06,56,2,1973.0,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
251.15,33,1,1972.0,no,yes,yes,Neuh-Nymp,normal,no,yes
673.96,81,3,1981.0,no,yes,yes,Had,normal,no,yes
764.94,67,2,1993.0,no,yes,yes,Had,good,no,yes
914.73,124,4,1971.0,yes,yes,yes,Had,good,no,yes
464.6,72,3,1957.0,no,yes,yes,Au-Haid,normal,no,yes
455.28,64,3,1957.0,no,yes,yes,Au-Haid,good,no,yes
409.42,80,3,1918.0,no,no,no,Au-Haid,normal,no,no
483.19,37,1,1918.0,no,yes,yes,Au-Haid,good,yes,yes
663.85,120,2,1918.0,no,yes,yes,Au-Haid,good,no,yes
656.83,100,3,1918.0,no,yes,yes,Au-Haid,good,no,yes
269.93,52,2,1993.0,no,yes,yes,SchwWest,normal,no,yes
768.54,80,3,1966.0,no,no,yes,SchwWest,normal,no,yes
613.55,75,3,1966.0,no,yes,yes,SchwWest,normal,no,yes
314.38,50,3,1948.0,no,yes,yes,SchwWest,normal,no,yes
222.42,61,2,1957.0,no,no,no,Maxvor,good,no,yes
330.12,63,3,1918.0,no,yes,no,SchwWest,good,no,yes
492.41,70,2,1992.0,no,yes,yes,Trud-Rie,good,yes,yes
629.49,82,3,1918.0,yes,yes,yes,Ram-Per,good,no,yes
613.56,71,3,1989.0,no,yes,yes,Bogenh,normal,no,yes
537.9,59,2,1998.0,no,yes,yes,Bogenh,good,no,yes
530.62,60,2,1990.0,no,yes,yes,Bogenh,good,yes,yes
812.96,78,3,1987.0,yes,yes,yes,Bogenh,normal,yes,yes
352.8,61,2,1918.0,no,yes,yes,Neuh-Nymp,normal,no,yes
373.19,40,1,1975.0,no,yes,yes,Au-Haid,normal,no,yes
741.38,68,2,1992.0,no,yes,yes,Send,normal,no,yes
777.18,75,3,1918.0,no,yes,yes,Send,normal,no,yes
745.82,57,2,1994.0,no,yes,yes,Had,good,no,yes
418.63,78,3,1960.0,no,yes,yes,Send-West,normal,no,yes
317.0,32,1,1970.0,no,yes,yes,Send-West,normal,no,yes
209.3,32,1,1969.0,no,yes,yes,Bogenh,normal,no,yes
505.7,70,2,1980.0,no,yes,yes,Send,normal,no,yes
1214.8,145,4,1996.0,no,yes,yes,Laim,normal,yes,yes
1278.25,121,3,1960.0,no,yes,yes,Schwab-Frei,good,yes,yes
388.59,31,1,1960.0,no,yes,yes,Lud-Isar,good,no,yes
664.69,80,3,1918.0,yes,yes,yes,Lud-Isar,good,no,yes
386.91,30,1,1960.0,no,yes,yes,Lud-Isar,normal,no,yes
272.62,29,1,1966.0,no,yes,yes,Au-Haid,normal,no,yes
674.92,56,2,1957.0,no,yes,yes,Au-Haid,normal,no,yes
441.29,50,2,1957.0,no,yes,yes,Maxvor,good,no,yes
322.51,40,1,1957.0,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
603.56,46,2,1918.0,no,yes,yes,Lud-Isar,good,no,yes
396.73,36,1,1988.0,no,yes,yes,Feld-Has,normal,no,yes
292.64,25,1,1960.0,no,yes,yes,Maxvor,good,no,yes
500.18,96,4,1973.0,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
1159.36,152,5,2000.0,no,yes,yes,Th-Ob-Fo-Fu-So,good,no,yes
373.56,43,2,1957.0,no,yes,yes,Send,normal,no,yes
586.29,82,3,1918.0,no,no,yes,Send,normal,no,yes
633.65,86,4,1970.0,no,yes,yes,Send,normal,no,yes
313.66,55,2,1948.0,no,yes,yes,Pas-Obmenz,good,no,yes
839.77,86,3,1918.0,no,yes,yes,Maxvor,good,no,no
1069.68,90,2,1981.0,no,yes,yes,Maxvor,good,no,yes
326.86,45,2,1924.0,no,yes,yes,Schwab-Frei,normal,no,yes
783.44,89,3,1981.0,no,yes,yes,Schwab-Frei,good,no,yes
466.36,48,2,1918.0,no,yes,yes,Schwab-Frei,good,no,yes
342.57,32,1,1972.0,no,yes,yes,Mil-AmH,normal,no,yes
697.71,80,2,1966.0,no,yes,yes,Mil-AmH,normal,no,yes
668.24,57,2,1918.0,no,yes,yes,Lud-Isar,good,no,yes
480.63,56,1,1918.0,no,yes,yes,Lud-Isar,good,no,yes
511.93,75,4,1957.0,no,no,yes,Maxvor,good,no,yes
796.61,84,4,1960.0,no,yes,yes,Maxvor,good,no,yes
623.79,51,2,1960.0,no,no,yes,Maxvor,good,no,yes
534.05,54,2,1987.0,no,yes,yes,Lud-Isar,normal,no,yes
396.87,57,2,1957.0,no,no,yes,Maxvor,good,no,yes
843.64,87,3,1918.0,no,yes,yes,Maxvor,normal,no,yes
624.96,55,2,1918.0,no,yes,yes,Au-Haid,good,no,yes
671.34,83,3,1960.0,no,no,yes,Neuh-Nymp,good,no,yes
846.58,89,4,1918.0,no,yes,yes,Neuh-Nymp,top,yes,yes
420.26,62,2,1918.0,no,no,no,Lud-Isar,good,no,no
1088.74,88,3,1960.0,no,yes,yes,Neuh-Nymp,good,no,yes
447.1,49,2,1966.0,no,yes,yes,Schwanth,normal,no,yes
310.4,45,2,1939.0,yes,no,yes,Schwanth,normal,no,yes
997.04,85,3,1995.0,yes,yes,yes,Schwanth,normal,no,yes
613.12,93,4,1924.0,no,yes,yes,Ugies-Har,normal,no,yes
486.26,98,4,1966.0,no,no,yes,Th-Ob-Fo-Fu-So,normal,no,yes
380.13,69,3,1960.0,no,no,yes,Mil-AmH,normal,no,yes
383.48,48,2,1924.0,no,yes,yes,Schwab-Frei,normal,no,yes
398.81,62,3,1966.0,no,yes,yes,Feld-Has,normal,no,yes
466.79,57,2,1988.0,no,yes,yes,SchwWest,normal,yes,yes
1012.58,128,4,1972.0,no,yes,yes,SchwWest,normal,no,yes
521.75,67,3,1960.0,no,no,yes,SchwWest,normal,no,yes
483.18,53,2,1957.0,no,yes,yes,Lud-Isar,good,no,yes
855.03,83,3,1948.0,no,yes,yes,SchwWest,good,no,yes
541.98,53,2,2001.0,no,yes,yes,Bogenh,normal,no,yes
218.11,48,4,1957.0,no,yes,yes,Laim,good,no,yes
406.93,65,2,1966.0,no,yes,yes,Moos,normal,no,yes
276.2,32,1,1973.0,no,yes,yes,Moos,normal,no,yes
813.56,63,2,1993.0,no,yes,yes,Maxvor,good,no,yes
320.08,27,1,1972.0,no,yes,yes,Maxvor,good,no,yes
489.83,65,3,1924.0,no,yes,yes,Maxvor,good,no,yes
626.5,85,2,1993.0,no,yes,yes,Had,good,no,yes
305.31,35,1,1974.0,no,yes,yes,Send-West,normal,no,yes
555.55,76,3,1974.0,no,no,yes,Had,normal,no,yes
289.08,42,1,1957.0,no,yes,yes,Obgies,good,no,yes
392.94,66,3,1966.0,no,no,yes,Ram-Per,normal,no,yes
532.56,50,2,1918.0,no,no,no,Obgies,normal,no,yes
988.0,87,3,1992.0,no,yes,yes,Obgies,good,no,yes
397.98,93,4,1957.0,yes,no,yes,Obgies,normal,no,yes
470.39,48,2,1983.0,no,yes,yes,Ram-Per,normal,no,yes
505.99,50,2,1987.0,no,yes,yes,Ram-Per,normal,yes,yes
260.15,52,2,1948.0,no,yes,yes,Ram-Per,normal,no,yes
802.99,94,4,1992.0,no,yes,yes,Th-Ob-Fo-Fu-So,good,no,yes
271.16,35,1,1966.0,no,yes,yes,Th-Ob-Fo-Fu-So,normal,no,yes
567.54,70,3,1973.0,no,yes,yes,Ram-Per,normal,no,yes
323.42,35,1,1970.0,no,yes,yes,Pas-Obmenz,normal,no,yes
506.19,65,3,1966.0,no,no,yes,Send-West,normal,no,yes
